0.000000000000000000e+00,1.337525146484375000e+03,4.205455322265625000e+02,1.505278198242187500e+03,7.861763916015625000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.338000000000000000e+03,4.180000000000000000e+02,1.505000000000000000e+03,7.970000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.993942975997924805e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.833145141601562500e+02,4.448800048828125000e+02,6.743845214843750000e+02,7.073065795898437500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,5.860000000000000000e+02,4.470000000000000000e+02,6.710000000000000000e+02,7.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.985353946685791016e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.400163879394531250e+02,4.452521057128906250e+02,5.493606567382812500e+02,7.223148193359375000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.420000000000000000e+02,4.460000000000000000e+02,5.470000000000000000e+02,7.290000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,9.961228966712951660e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.459626708984375000e+03,4.228037414550781250e+02,1.598414062500000000e+03,7.681925048828125000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.416000000000000000e+03,4.310000000000000000e+02,1.600000000000000000e+03,7.670000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.959128499031066895e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.255770874023437500e+03,4.469444274902343750e+02,1.288641235351562500e+03,5.473085937500000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.255000000000000000e+03,4.470000000000000000e+02,1.288000000000000000e+03,5.470000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+01,9.901244044303894043e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.016070922851562500e+03,4.304089660644531250e+02,1.057634033203125000e+03,5.372023925781250000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.016000000000000000e+03,4.300000000000000000e+02,1.056000000000000000e+03,5.460000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,9.500419497489929199e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.100815551757812500e+03,4.399097290039062500e+02,1.138519653320312500e+03,5.635629272460937500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.101000000000000000e+03,4.410000000000000000e+02,1.139000000000000000e+03,5.490000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01,8.759263157844543457e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.052588745117187500e+03,4.874618225097656250e+02,1.091302856445312500e+03,5.750224609375000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.056000000000000000e+03,4.840000000000000000e+02,1.092000000000000000e+03,5.940000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,8.252071142196655273e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.085032592773437500e+03,4.737713012695312500e+02,1.124890014648437500e+03,5.930159301757812500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.091000000000000000e+03,4.840000000000000000e+02,1.122000000000000000e+03,5.990000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,8.232514858245849609e-01,1.000000000000000000e+00
0.000000000000000000e+00,9.164614257812500000e+02,4.689248352050781250e+02,9.955912475585937500e+02,5.847257080078125000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,9.120000000000000000e+02,4.840000000000000000e+02,1.009000000000000000e+03,5.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,6.627850532531738281e-01,7.000000000000000000e+00
1.000000000000000000e+00,1.339025878906250000e+03,4.240558776855468750e+02,1.507143066406250000e+03,7.835460205078125000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.342000000000000000e+03,4.170000000000000000e+02,1.510000000000000000e+03,7.970000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.990574717521667480e-01,1.000000000000000000e+00
1.000000000000000000e+00,5.823139648437500000e+02,4.469203796386718750e+02,6.755953979492187500e+02,7.063290405273437500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,5.860000000000000000e+02,4.460000000000000000e+02,6.710000000000000000e+02,7.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.985232949256896973e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.403191528320312500e+02,4.446955566406250000e+02,5.500476074218750000e+02,7.220367431640625000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.420000000000000000e+02,4.460000000000000000e+02,5.490000000000000000e+02,7.280000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,9.967400431632995605e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.456822143554687500e+03,4.247702941894531250e+02,1.602814331054687500e+03,7.716437988281250000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.422000000000000000e+03,4.310000000000000000e+02,1.605000000000000000e+03,7.680000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.970335960388183594e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.256525634765625000e+03,4.467325744628906250e+02,1.288733764648437500e+03,5.472858276367187500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.255000000000000000e+03,4.470000000000000000e+02,1.288000000000000000e+03,5.470000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+01,9.897459745407104492e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.015945739746093750e+03,4.303186950683593750e+02,1.057743896484375000e+03,5.342471313476562500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.015000000000000000e+03,4.300000000000000000e+02,1.055000000000000000e+03,5.460000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,9.621697664260864258e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.101171386718750000e+03,4.447742309570312500e+02,1.138349975585937500e+03,5.624953002929687500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+03,4.400000000000000000e+02,1.138000000000000000e+03,5.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01,8.463703989982604980e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.053410522460937500e+03,4.865096740722656250e+02,1.091014770507812500e+03,5.667742309570312500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.055000000000000000e+03,4.830000000000000000e+02,1.091000000000000000e+03,5.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,8.682655692100524902e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.082881958007812500e+03,4.772361755371093750e+02,1.127133422851562500e+03,5.891605834960937500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.090000000000000000e+03,4.840000000000000000e+02,1.122000000000000000e+03,5.980000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,7.593175172805786133e-01,1.000000000000000000e+00
1.000000000000000000e+00,9.176997070312500000e+02,4.617519226074218750e+02,9.958265991210937500e+02,5.798043212890625000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,9.120000000000000000e+02,4.840000000000000000e+02,1.009000000000000000e+03,5.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,5.116505622863769531e-01,7.000000000000000000e+00
2.000000000000000000e+00,1.342993286132812500e+03,4.275784301757812500e+02,1.514156738281250000e+03,7.850652465820312500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.346000000000000000e+03,4.170000000000000000e+02,1.516000000000000000e+03,7.970000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.993693232536315918e-01,1.000000000000000000e+00
2.000000000000000000e+00,5.808319091796875000e+02,4.464587097167968750e+02,6.782183837890625000e+02,7.059376220703125000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,5.860000000000000000e+02,4.460000000000000000e+02,6.710000000000000000e+02,7.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.976534247398376465e-01,1.000000000000000000e+00
2.000000000000000000e+00,4.401775207519531250e+02,4.437749023437500000e+02,5.510154418945312500e+02,7.238229370117187500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.420000000000000000e+02,4.460000000000000000e+02,5.510000000000000000e+02,7.280000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,9.959031939506530762e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.462043212890625000e+03,4.263881225585937500e+02,1.613128784179687500e+03,7.793673095703125000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.428000000000000000e+03,4.310000000000000000e+02,1.610000000000000000e+03,7.690000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.970837235450744629e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.257144531250000000e+03,4.461339416503906250e+02,1.288776123046875000e+03,5.469133911132812500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.255000000000000000e+03,4.470000000000000000e+02,1.288000000000000000e+03,5.470000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+01,9.917265176773071289e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.015835937500000000e+03,4.300426940917968750e+02,1.057646484375000000e+03,5.316253051757812500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.015000000000000000e+03,4.300000000000000000e+02,1.055000000000000000e+03,5.460000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,9.550323486328125000e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.100731201171875000e+03,4.483765563964843750e+02,1.137551757812500000e+03,5.693986816406250000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+03,4.400000000000000000e+02,1.138000000000000000e+03,5.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.700000000000000000e+01,7.791482806205749512e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.053203613281250000e+03,4.881942749023437500e+02,1.090169311523437500e+03,5.640847167968750000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.055000000000000000e+03,4.830000000000000000e+02,1.091000000000000000e+03,5.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,8.147395253181457520e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.082798095703125000e+03,4.764165344238281250e+02,1.128424316406250000e+03,5.898300781250000000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.090000000000000000e+03,4.840000000000000000e+02,1.122000000000000000e+03,5.980000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,8.165680170059204102e-01,1.000000000000000000e+00
2.000000000000000000e+00,9.175117187500000000e+02,4.508913574218750000e+02,9.842901611328125000e+02,5.857756958007812500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,9.120000000000000000e+02,4.840000000000000000e+02,1.009000000000000000e+03,5.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,6.031898260116577148e-01,7.000000000000000000e+00
2.000000000000000000e+00,8.383082885742187500e+02,4.684610595703125000e+02,8.816314697265625000e+02,5.465119018554687500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.350000000000000000e+02,4.730000000000000000e+02,8.870000000000000000e+02,5.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,2.400000000000000000e+01,6.980347037315368652e-01,7.000000000000000000e+00
3.000000000000000000e+00,1.347728027343750000e+03,4.243353881835937500e+02,1.522947753906250000e+03,7.877189331054687500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.351000000000000000e+03,4.170000000000000000e+02,1.522000000000000000e+03,7.980000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.992652535438537598e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.812538452148437500e+02,4.439761657714843750e+02,6.812066650390625000e+02,7.068904418945312500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,5.860000000000000000e+02,4.460000000000000000e+02,6.710000000000000000e+02,7.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,9.955735206604003906e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.399073181152343750e+02,4.427297058105468750e+02,5.547457275390625000e+02,7.242090454101562500e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.420000000000000000e+02,4.460000000000000000e+02,5.530000000000000000e+02,7.280000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,9.969843029975891113e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.478953125000000000e+03,4.217854003906250000e+02,1.617342773437500000e+03,7.796771240234375000e+02,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.434000000000000000e+03,4.310000000000000000e+02,1.615000000000000000e+03,7.700000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,9.936025738716125488e-01,1.000000000000000000e+00
